date,temperature_C,precip_mm,wind_m_s,solar_rad_MJ_m2,district,latitude
2017-02-24,17.89,0.0,3.57,21.09,Ghaziabad,28.66
2017-02-25,19.42,0.0,3.32,20.44,Ghaziabad,28.66
2017-02-26,19.67,0.0,2.32,20.92,Ghaziabad,28.66
2017-02-27,20.12,0.0,2.13,20.08,Ghaziabad,28.66
2017-02-28,22.89,0.0,1.6,18.11,Ghaziabad,28.66
2017-03-01,23.99,0.11,1.87,14.91,Ghaziabad,28.66
2017-03-02,22.3,1.53,1.56,12.94,Ghaziabad,28.66
2017-03-03,21.01,0.0,2.38,17.21,Ghaziabad,28.66
2017-03-04,19.01,0.0,2.29,21.76,Ghaziabad,28.66
2017-03-05,19.54,0.0,2.79,21.5,Ghaziabad,28.66
2017-03-06,21.0,0.0,2.59,21.44,Ghaziabad,28.66
2017-03-07,22.63,0.0,1.18,17.82,Ghaziabad,28.66
2017-03-08,21.96,0.31,1.94,15.66,Ghaziabad,28.66
2017-03-09,22.21,1.85,1.45,16.82,Ghaziabad,28.66
2017-03-10,20.11,7.79,2.5,14.92,Ghaziabad,28.66
2017-03-11,17.55,2.39,1.68,16.78,Ghaziabad,28.66
2017-03-12,16.89,0.0,1.93,21.1,Ghaziabad,28.66
2017-03-13,16.94,0.0,2.3,21.48,Ghaziabad,28.66
2017-03-14,18.61,0.0,1.57,20.91,Ghaziabad,28.66
2017-03-15,19.97,0.0,2.02,21.55,Ghaziabad,28.66
2017-03-16,21.46,0.0,1.93,19.68,Ghaziabad,28.66
2017-03-17,21.22,0.01,2.64,22.11,Ghaziabad,28.66
2017-03-18,22.21,0.0,2.02,21.27,Ghaziabad,28.66
2017-03-19,23.19,0.0,1.93,18.91,Ghaziabad,28.66
2017-03-20,23.29,0.0,2.37,22.58,Ghaziabad,28.66
2017-03-21,25.31,0.0,2.46,22.17,Ghaziabad,28.66
2017-03-22,27.53,0.0,2.55,23.1,Ghaziabad,28.66
2017-03-23,28.59,0.0,1.7,22.25,Ghaziabad,28.66
2017-03-24,28.29,0.0,2.11,20.28,Ghaziabad,28.66
2017-03-25,27.5,0.0,2.89,23.67,Ghaziabad,28.66
2017-03-26,29.03,0.0,3.45,24.22,Ghaziabad,28.66
2017-03-27,30.18,0.0,3.45,23.98,Ghaziabad,28.66
2017-03-28,30.81,0.0,2.81,23.07,Ghaziabad,28.66
2017-03-29,31.71,0.0,2.95,23.94,Ghaziabad,28.66
2017-03-30,32.24,0.0,3.26,24.02,Ghaziabad,28.66
2017-03-31,31.94,0.0,2.25,22.21,Ghaziabad,28.66
2017-04-01,31.51,0.0,2.68,24.53,Ghaziabad,28.66
2017-04-02,31.45,0.0,2.91,24.38,Ghaziabad,28.66
2017-04-03,31.04,0.0,2.42,24.84,Ghaziabad,28.66
2017-04-04,31.19,0.0,1.7,19.4,Ghaziabad,28.66
2017-04-05,31.9,5.73,2.01,21.68,Ghaziabad,28.66
2017-04-06,30.54,0.36,3.49,23.22,Ghaziabad,28.66
2017-04-07,27.1,0.0,2.13,20.84,Ghaziabad,28.66
2017-04-08,26.6,0.0,2.37,24.92,Ghaziabad,28.66
2017-04-09,25.85,0.0,3.77,27.05,Ghaziabad,28.66
2017-04-10,26.91,0.0,4.59,27.79,Ghaziabad,28.66
2017-04-11,28.35,0.0,4.06,27.19,Ghaziabad,28.66
2017-04-12,29.9,0.0,2.89,26.55,Ghaziabad,28.66
2017-04-13,31.22,0.0,1.59,25.66,Ghaziabad,28.66
2017-04-14,32.78,0.0,1.39,24.55,Ghaziabad,28.66
2017-04-15,33.62,0.0,2.05,25.38,Ghaziabad,28.66
2017-04-16,34.03,0.0,1.41,26.6,Ghaziabad,28.66
2017-04-17,34.95,0.0,1.58,25.0,Ghaziabad,28.66
2017-04-18,35.22,0.0,2.47,24.83,Ghaziabad,28.66
2017-04-19,35.39,0.0,2.94,25.66,Ghaziabad,28.66
2017-04-20,35.99,0.0,2.09,25.55,Ghaziabad,28.66
2017-04-21,36.12,0.0,1.92,23.12,Ghaziabad,28.66
2017-04-22,36.22,0.03,2.66,22.03,Ghaziabad,28.66
2017-04-23,34.07,1.21,2.92,24.05,Ghaziabad,28.66
2017-04-24,33.27,0.0,3.4,24.43,Ghaziabad,28.66
2017-04-25,31.99,0.0,3.67,26.47,Ghaziabad,28.66
2017-04-26,32.05,0.19,2.15,25.14,Ghaziabad,28.66
2017-04-27,32.62,0.0,2.26,22.15,Ghaziabad,28.66
2017-04-28,33.24,0.07,2.37,21.44,Ghaziabad,28.66
2017-04-29,33.86,0.13,1.89,20.4,Ghaziabad,28.66
2017-04-30,34.16,0.39,1.43,23.23,Ghaziabad,28.66
2017-05-01,32.26,0.01,1.83,25.49,Ghaziabad,28.66
2017-05-02,34.31,0.0,1.49,26.69,Ghaziabad,28.66
2017-05-03,35.01,0.37,1.84,14.18,Ghaziabad,28.66
2017-05-04,33.4,0.09,2.8,26.18,Ghaziabad,28.66
2017-05-05,34.39,0.0,3.09,25.18,Ghaziabad,28.66
2017-05-06,35.29,0.0,1.89,25.5,Ghaziabad,28.66
2017-05-07,36.92,0.0,2.29,25.1,Ghaziabad,28.66
2017-05-08,37.23,0.0,2.32,24.58,Ghaziabad,28.66
2017-05-09,37.44,0.0,2.2,25.43,Ghaziabad,28.66
2017-05-10,36.78,0.0,2.09,24.42,Ghaziabad,28.66
2017-05-11,36.34,0.13,1.35,25.99,Ghaziabad,28.66
2017-05-12,36.98,0.0,1.7,22.39,Ghaziabad,28.66
2017-05-13,37.3,0.16,3.41,25.68,Ghaziabad,28.66
2017-05-14,38.13,0.0,2.89,25.43,Ghaziabad,28.66
2017-05-15,38.07,0.0,2.88,27.45,Ghaziabad,28.66
2017-05-16,37.73,0.0,3.85,25.07,Ghaziabad,28.66
2017-05-17,35.69,0.49,1.94,17.79,Ghaziabad,28.66
2017-05-18,35.24,1.0,2.05,23.13,Ghaziabad,28.66
2017-05-19,36.74,0.33,1.58,19.79,Ghaziabad,28.66
2017-05-20,36.13,0.09,2.43,19.68,Ghaziabad,28.66
2017-05-21,36.67,1.52,1.8,22.73,Ghaziabad,28.66
2017-05-22,32.85,3.02,2.15,8.44,Ghaziabad,28.66
2017-05-23,34.53,0.02,2.27,24.27,Ghaziabad,28.66
2017-05-24,36.92,0.04,1.04,24.99,Ghaziabad,28.66
2017-05-25,37.74,0.0,1.43,25.44,Ghaziabad,28.66
2017-05-26,38.75,0.02,1.72,25.68,Ghaziabad,28.66
2017-05-27,38.73,0.07,1.37,26.13,Ghaziabad,28.66
2017-05-28,35.61,4.0,2.77,24.26,Ghaziabad,28.66
2017-05-29,33.27,6.1,1.9,18.14,Ghaziabad,28.66
2017-05-30,33.35,0.61,0.95,24.31,Ghaziabad,28.66
2017-05-31,34.7,0.03,1.34,12.57,Ghaziabad,28.66
2017-06-01,32.61,9.11,1.84,22.7,Ghaziabad,28.66
2017-06-02,34.19,0.0,2.56,27.22,Ghaziabad,28.66
2017-06-03,37.42,0.0,3.72,25.87,Ghaziabad,28.66
2017-06-04,38.85,0.0,3.94,25.43,Ghaziabad,28.66
2017-06-05,39.43,0.0,5.25,24.34,Ghaziabad,28.66
2017-06-06,38.64,0.06,3.68,23.51,Ghaziabad,28.66
2017-06-07,35.04,9.72,1.61,21.11,Ghaziabad,28.66
2017-06-08,33.15,6.99,1.66,19.3,Ghaziabad,28.66
2017-06-09,33.86,0.05,1.02,22.6,Ghaziabad,28.66
2017-06-10,35.82,0.0,1.07,23.71,Ghaziabad,28.66
2017-06-11,35.52,0.0,2.15,26.1,Ghaziabad,28.66
2017-06-12,34.71,0.09,2.65,26.59,Ghaziabad,28.66
2017-06-13,36.89,0.08,2.72,23.58,Ghaziabad,28.66
2017-06-14,38.08,0.03,3.11,21.78,Ghaziabad,28.66
2017-06-15,36.08,0.31,3.3,24.59,Ghaziabad,28.66
2017-06-16,35.18,3.05,1.74,17.78,Ghaziabad,28.66
2017-06-17,34.83,1.28,1.74,16.51,Ghaziabad,28.66
2017-06-18,35.96,0.59,2.18,20.86,Ghaziabad,28.66
2017-06-19,32.92,17.44,1.77,17.17,Ghaziabad,28.66
2017-06-20,33.31,5.51,1.82,18.11,Ghaziabad,28.66
2017-06-21,31.76,13.4,2.58,19.52,Ghaziabad,28.66
2017-06-22,31.99,0.37,2.11,21.32,Ghaziabad,28.66
2017-06-23,33.44,0.0,2.13,23.95,Ghaziabad,28.66
2017-06-24,35.01,0.0,1.42,24.28,Ghaziabad,28.66
2017-06-25,36.6,0.01,0.85,22.75,Ghaziabad,28.66
2017-06-26,36.22,0.82,1.65,22.5,Ghaziabad,28.66
2017-06-27,36.2,2.06,1.71,22.42,Ghaziabad,28.66
2017-06-28,33.36,43.68,1.4,9.68,Ghaziabad,28.66
2017-06-29,30.38,18.92,2.14,12.14,Ghaziabad,28.66
2017-06-30,31.05,6.68,1.77,11.76,Ghaziabad,28.66
2017-07-01,31.27,21.57,0.96,20.92,Ghaziabad,28.66
2017-07-02,31.76,8.09,1.24,10.46,Ghaziabad,28.66
2017-07-03,31.78,2.7,1.22,19.91,Ghaziabad,28.66
2017-07-04,32.58,7.06,2.75,21.47,Ghaziabad,28.66
2017-07-05,32.68,2.51,2.78,17.05,Ghaziabad,28.66
2017-07-06,32.17,9.25,1.99,14.03,Ghaziabad,28.66
2017-07-07,31.42,9.53,1.84,18.37,Ghaziabad,28.66
2017-07-08,32.69,0.0,1.82,20.23,Ghaziabad,28.66
2017-07-09,33.51,0.01,2.53,21.49,Ghaziabad,28.66
2017-07-10,34.2,0.17,2.73,22.57,Ghaziabad,28.66
2017-07-11,31.92,24.83,2.07,16.76,Ghaziabad,28.66
2017-07-12,29.61,3.12,1.81,14.65,Ghaziabad,28.66
2017-07-13,30.36,0.09,1.99,22.57,Ghaziabad,28.66
2017-07-14,30.65,0.01,2.44,23.01,Ghaziabad,28.66
2017-07-15,30.82,0.68,2.1,17.44,Ghaziabad,28.66
2017-07-16,31.13,0.54,1.56,15.91,Ghaziabad,28.66
2017-07-17,30.57,8.1,1.68,9.01,Ghaziabad,28.66
2017-07-18,31.64,0.99,1.1,23.71,Ghaziabad,28.66
2017-07-19,32.76,0.23,1.1,24.01,Ghaziabad,28.66
2017-07-20,29.19,11.24,2.06,16.62,Ghaziabad,28.66
2017-07-21,30.48,0.49,2.2,22.46,Ghaziabad,28.66
2017-07-22,29.48,5.32,3.56,17.2,Ghaziabad,28.66
2017-07-23,30.21,1.46,3.34,16.87,Ghaziabad,28.66
2017-07-24,28.74,19.83,2.38,18.48,Ghaziabad,28.66
2017-07-25,29.47,3.47,2.3,16.32,Ghaziabad,28.66
2017-07-26,30.61,1.84,1.45,19.52,Ghaziabad,28.66
2017-07-27,30.12,0.41,1.79,18.16,Ghaziabad,28.66
2017-07-28,30.45,1.13,2.71,19.85,Ghaziabad,28.66
2017-07-29,30.03,0.08,2.62,18.66,Ghaziabad,28.66
2017-07-30,29.87,4.59,1.81,17.76,Ghaziabad,28.66
2017-07-31,27.76,9.62,1.18,12.8,Ghaziabad,28.66
2017-08-01,28.51,14.79,2.0,12.52,Ghaziabad,28.66
2017-08-02,29.46,5.16,2.49,12.6,Ghaziabad,28.66
2017-08-03,30.28,0.85,3.31,16.04,Ghaziabad,28.66
2017-08-04,30.9,2.68,2.38,15.39,Ghaziabad,28.66
2017-08-05,31.08,0.43,1.23,15.57,Ghaziabad,28.66
2017-08-06,31.18,13.42,1.3,15.45,Ghaziabad,28.66
2017-08-07,30.08,8.06,1.1,9.75,Ghaziabad,28.66
2017-08-08,31.22,0.96,0.61,17.12,Ghaziabad,28.66
2017-08-09,30.63,7.41,0.57,12.72,Ghaziabad,28.66
2017-08-10,31.03,1.39,2.41,16.35,Ghaziabad,28.66
2017-08-11,31.34,0.93,3.72,18.98,Ghaziabad,28.66
2017-08-12,31.46,0.01,3.85,18.76,Ghaziabad,28.66
2017-08-13,31.21,0.0,2.66,18.9,Ghaziabad,28.66
2017-08-14,30.96,0.19,1.8,19.95,Ghaziabad,28.66
2017-08-15,31.84,0.0,2.0,21.2,Ghaziabad,28.66
2017-08-16,31.45,0.0,2.87,22.41,Ghaziabad,28.66
2017-08-17,31.64,0.0,2.55,22.2,Ghaziabad,28.66
2017-08-18,32.04,0.01,1.7,20.55,Ghaziabad,28.66
2017-08-19,29.2,29.14,1.51,4.45,Ghaziabad,28.66
2017-08-20,30.42,0.33,1.89,21.62,Ghaziabad,28.66
2017-08-21,30.78,0.63,1.98,20.52,Ghaziabad,28.66
2017-08-22,31.67,2.57,0.91,17.12,Ghaziabad,28.66
2017-08-23,29.54,21.48,0.83,11.78,Ghaziabad,28.66
2017-08-24,29.8,0.56,0.73,16.7,Ghaziabad,28.66
2017-08-25,30.8,3.22,0.7,16.93,Ghaziabad,28.66
2017-08-26,30.09,4.58,1.3,12.57,Ghaziabad,28.66
2017-08-27,30.54,1.11,1.11,21.64,Ghaziabad,28.66
2017-08-28,28.83,1.9,2.47,14.14,Ghaziabad,28.66
2017-08-29,29.15,0.12,3.3,16.57,Ghaziabad,28.66
2017-08-30,29.74,1.6,2.82,16.97,Ghaziabad,28.66
2017-08-31,28.17,20.06,2.0,10.96,Ghaziabad,28.66
2017-09-01,28.11,24.16,2.35,12.88,Ghaziabad,28.66
2017-09-02,27.77,7.18,2.21,13.03,Ghaziabad,28.66
2017-09-03,28.85,0.16,1.54,21.52,Ghaziabad,28.66
2017-09-04,29.55,0.0,1.51,20.99,Ghaziabad,28.66
2017-09-05,29.61,0.38,2.03,21.14,Ghaziabad,28.66
2017-09-06,29.64,3.59,1.37,20.62,Ghaziabad,28.66
2017-09-07,29.04,10.75,1.21,14.83,Ghaziabad,28.66
2017-09-08,29.13,0.0,1.35,19.94,Ghaziabad,28.66
2017-09-09,29.59,0.0,1.57,21.87,Ghaziabad,28.66
2017-09-10,30.25,0.0,1.48,21.76,Ghaziabad,28.66
2017-09-11,30.07,0.16,1.65,18.47,Ghaziabad,28.66
2017-09-12,30.13,0.07,1.63,19.43,Ghaziabad,28.66
2017-09-13,30.01,0.0,1.31,19.02,Ghaziabad,28.66
2017-09-14,29.95,0.0,1.28,13.96,Ghaziabad,28.66
2017-09-15,30.07,0.0,1.33,19.55,Ghaziabad,28.66
2017-09-16,29.12,0.14,1.35,10.31,Ghaziabad,28.66
2017-09-17,29.55,0.0,2.02,16.88,Ghaziabad,28.66
2017-09-18,29.61,0.28,2.04,21.13,Ghaziabad,28.66
2017-09-19,29.33,3.35,1.15,19.07,Ghaziabad,28.66
2017-09-20,29.16,0.0,1.23,18.86,Ghaziabad,28.66
2017-09-21,29.19,1.02,1.36,16.13,Ghaziabad,28.66
2017-09-22,26.25,41.42,1.9,3.53,Ghaziabad,28.66
2017-09-23,24.96,63.48,1.8,5.85,Ghaziabad,28.66
2017-09-24,23.94,1.95,1.95,16.59,Ghaziabad,28.66
2017-09-25,26.03,0.0,1.83,20.97,Ghaziabad,28.66
2017-09-26,26.94,0.0,1.42,20.91,Ghaziabad,28.66
2017-09-27,27.23,0.0,1.09,20.62,Ghaziabad,28.66
2017-09-28,27.75,0.0,1.24,20.36,Ghaziabad,28.66
2017-09-29,27.84,0.0,1.06,19.2,Ghaziabad,28.66
2017-09-30,27.3,0.0,1.23,20.8,Ghaziabad,28.66
2017-10-01,26.82,0.0,1.35,20.81,Ghaziabad,28.66
2017-10-02,26.97,0.0,1.36,21.41,Ghaziabad,28.66
2017-10-03,26.25,0.0,1.45,21.17,Ghaziabad,28.66
2017-10-04,26.03,0.0,1.13,19.5,Ghaziabad,28.66
2017-10-05,25.96,0.0,1.59,18.96,Ghaziabad,28.66
2017-10-06,26.06,0.0,1.6,18.81,Ghaziabad,28.66
2017-10-07,26.53,0.0,1.42,20.04,Ghaziabad,28.66
2017-10-08,28.17,0.0,0.8,19.08,Ghaziabad,28.66
2017-10-09,28.78,0.0,0.77,17.69,Ghaziabad,28.66
2017-10-10,28.22,0.0,0.95,17.28,Ghaziabad,28.66
2017-10-11,28.02,0.0,0.71,17.05,Ghaziabad,28.66
2017-10-12,27.45,0.0,1.33,16.54,Ghaziabad,28.66
2017-10-13,27.34,0.0,1.51,17.15,Ghaziabad,28.66
2017-10-14,26.87,0.0,1.45,18.68,Ghaziabad,28.66
2017-10-15,26.49,0.0,1.56,18.87,Ghaziabad,28.66
2017-10-16,26.3,0.0,1.47,18.96,Ghaziabad,28.66
2017-10-17,25.32,0.0,1.72,17.9,Ghaziabad,28.66
2017-10-18,24.76,0.0,1.72,17.98,Ghaziabad,28.66
2017-10-19,26.61,0.0,1.07,17.23,Ghaziabad,28.66
2017-10-20,27.03,0.0,1.16,16.68,Ghaziabad,28.66
2017-10-21,25.07,0.0,1.72,15.36,Ghaziabad,28.66
2017-10-22,25.98,0.0,1.19,17.49,Ghaziabad,28.66
2017-10-23,25.26,0.0,1.28,17.27,Ghaziabad,28.66
2017-10-24,23.56,0.0,1.85,15.56,Ghaziabad,28.66
2017-10-25,23.33,0.0,1.51,14.96,Ghaziabad,28.66
2017-10-26,24.23,0.0,0.92,13.73,Ghaziabad,28.66
2017-10-27,23.91,0.0,1.13,13.43,Ghaziabad,28.66
2017-10-28,23.82,0.0,1.05,15.17,Ghaziabad,28.66
2017-10-29,22.76,0.0,1.2,13.37,Ghaziabad,28.66
2017-10-30,22.91,0.0,1.07,13.44,Ghaziabad,28.66
2017-10-31,22.48,0.0,0.96,12.31,Ghaziabad,28.66
2017-11-01,22.11,0.0,1.1,13.15,Ghaziabad,28.66
2017-11-02,22.15,0.0,1.2,12.82,Ghaziabad,28.66
2017-11-03,22.78,0.0,0.87,11.53,Ghaziabad,28.66
2017-11-04,23.61,0.0,0.95,12.34,Ghaziabad,28.66
2017-11-05,23.46,0.0,1.06,13.07,Ghaziabad,28.66
2017-11-06,21.53,0.0,1.49,11.12,Ghaziabad,28.66
2017-11-07,20.47,0.0,1.39,10.86,Ghaziabad,28.66
2017-11-08,20.35,0.0,1.57,9.7,Ghaziabad,28.66
2017-11-09,20.96,0.0,1.54,10.49,Ghaziabad,28.66
2017-11-10,20.87,0.0,1.39,11.3,Ghaziabad,28.66
2017-11-11,20.77,0.0,1.29,10.67,Ghaziabad,28.66
2017-11-12,19.73,0.0,1.47,10.51,Ghaziabad,28.66
2017-11-13,20.43,0.0,0.96,11.04,Ghaziabad,28.66
2017-11-14,19.31,0.0,2.12,11.06,Ghaziabad,28.66
2017-11-15,19.54,0.0,1.66,9.69,Ghaziabad,28.66
2017-11-16,19.67,0.0,1.39,10.31,Ghaziabad,28.66
2017-11-17,19.13,0.03,2.1,9.44,Ghaziabad,28.66
2017-11-18,19.1,0.08,1.92,8.33,Ghaziabad,28.66
2017-11-19,17.95,0.0,2.62,11.11,Ghaziabad,28.66
2017-11-20,16.08,0.0,2.33,12.4,Ghaziabad,28.66
2017-11-21,15.3,0.0,2.44,13.81,Ghaziabad,28.66
2017-11-22,15.72,0.0,2.41,13.8,Ghaziabad,28.66
2017-11-23,15.84,0.0,2.13,14.28,Ghaziabad,28.66
2017-11-24,15.54,0.0,1.9,13.73,Ghaziabad,28.66
2017-11-25,16.78,0.0,1.66,13.37,Ghaziabad,28.66
2017-11-26,17.42,0.0,1.56,13.23,Ghaziabad,28.66
2017-11-27,15.53,0.0,2.19,13.04,Ghaziabad,28.66
2017-11-28,17.57,0.0,1.7,14.03,Ghaziabad,28.66
2017-11-29,18.64,0.0,0.99,13.68,Ghaziabad,28.66
2017-11-30,17.73,0.0,1.52,12.75,Ghaziabad,28.66
2017-12-01,16.81,0.0,1.43,12.69,Ghaziabad,28.66
2017-12-02,17.3,0.0,1.16,11.71,Ghaziabad,28.66
2017-12-03,17.22,0.0,1.11,8.59,Ghaziabad,28.66
2017-12-04,17.2,0.0,1.04,8.88,Ghaziabad,28.66
2017-12-05,17.87,0.01,1.2,6.68,Ghaziabad,28.66
2017-12-06,17.2,0.05,1.56,9.18,Ghaziabad,28.66
2017-12-07,17.15,0.01,2.17,12.63,Ghaziabad,28.66
2017-12-08,16.24,0.0,2.24,13.98,Ghaziabad,28.66
2017-12-09,17.15,0.0,1.12,13.52,Ghaziabad,28.66
2017-12-10,17.57,0.0,1.06,13.19,Ghaziabad,28.66
2017-12-11,16.7,0.57,1.19,7.16,Ghaziabad,28.66
2017-12-12,16.62,3.94,1.44,10.03,Ghaziabad,28.66
2017-12-13,14.44,0.0,1.57,7.87,Ghaziabad,28.66
2017-12-14,12.69,0.0,2.04,8.32,Ghaziabad,28.66
2017-12-15,12.92,0.0,2.64,10.21,Ghaziabad,28.66
2017-12-16,11.96,0.0,3.16,12.24,Ghaziabad,28.66
2017-12-17,12.6,0.0,3.18,14.2,Ghaziabad,28.66
2017-12-18,13.68,0.0,3.09,13.74,Ghaziabad,28.66
2017-12-19,14.43,0.0,2.23,11.02,Ghaziabad,28.66
2017-12-20,15.13,0.0,1.52,9.41,Ghaziabad,28.66
2017-12-21,16.56,0.0,1.99,10.22,Ghaziabad,28.66
2017-12-22,16.01,0.0,2.92,12.77,Ghaziabad,28.66
2017-12-23,14.91,0.0,2.81,14.47,Ghaziabad,28.66
2017-12-24,15.37,0.0,1.13,12.53,Ghaziabad,28.66
2017-12-25,13.87,0.0,2.18,12.15,Ghaziabad,28.66
2017-12-26,13.65,0.0,1.76,12.06,Ghaziabad,28.66
2017-12-27,15.39,0.0,1.29,12.09,Ghaziabad,28.66
2017-12-28,16.29,0.0,1.38,11.26,Ghaziabad,28.66
2017-12-29,15.06,0.0,1.38,10.59,Ghaziabad,28.66
2017-12-30,13.34,0.0,1.38,9.33,Ghaziabad,28.66
2017-12-31,12.81,0.0,1.4,7.53,Ghaziabad,28.66
2018-01-01,12.07,0.0,1.37,9.96,Ghaziabad,28.66
2018-01-02,10.98,0.0,1.48,7.29,Ghaziabad,28.66
2018-01-03,11.02,0.0,1.64,8.0,Ghaziabad,28.66
2018-01-04,12.51,0.0,1.29,8.89,Ghaziabad,28.66
2018-01-05,13.02,0.0,1.25,8.87,Ghaziabad,28.66
2018-01-06,11.71,0.0,1.81,9.48,Ghaziabad,28.66
2018-01-07,11.65,0.0,2.21,12.54,Ghaziabad,28.66
2018-01-08,11.97,0.0,1.83,13.38,Ghaziabad,28.66
2018-01-09,11.94,0.0,1.9,11.71,Ghaziabad,28.66
2018-01-10,12.56,0.0,2.59,13.52,Ghaziabad,28.66
2018-01-11,13.25,0.0,2.54,14.33,Ghaziabad,28.66
2018-01-12,15.13,0.0,2.09,12.53,Ghaziabad,28.66
2018-01-13,14.88,0.0,1.75,13.35,Ghaziabad,28.66
2018-01-14,14.12,0.0,1.62,14.48,Ghaziabad,28.66
2018-01-15,13.23,0.0,2.32,14.75,Ghaziabad,28.66
2018-01-16,14.54,0.0,2.05,15.18,Ghaziabad,28.66
2018-01-17,15.02,0.0,1.36,11.96,Ghaziabad,28.66
2018-01-18,16.6,0.0,1.48,13.18,Ghaziabad,28.66
2018-01-19,15.33,0.0,1.9,13.42,Ghaziabad,28.66
2018-01-20,13.98,0.0,2.27,14.54,Ghaziabad,28.66
2018-01-21,14.24,0.0,1.47,15.25,Ghaziabad,28.66
2018-01-22,15.6,0.0,1.02,14.05,Ghaziabad,28.66
2018-01-23,12.97,3.1,1.84,4.22,Ghaziabad,28.66
2018-01-24,12.18,0.01,1.54,10.86,Ghaziabad,28.66
2018-01-25,12.37,0.04,2.28,11.67,Ghaziabad,28.66
2018-01-26,12.95,0.0,1.71,11.56,Ghaziabad,28.66
2018-01-27,12.25,0.0,1.6,12.11,Ghaziabad,28.66
2018-01-28,13.32,0.0,1.72,12.68,Ghaziabad,28.66
2018-01-29,14.39,0.0,2.19,14.64,Ghaziabad,28.66
2018-01-30,17.75,0.0,3.25,15.76,Ghaziabad,28.66
2018-01-31,17.86,0.0,3.63,13.63,Ghaziabad,28.66
2018-02-01,18.92,0.0,2.13,15.53,Ghaziabad,28.66
2018-02-02,18.51,0.0,1.82,15.45,Ghaziabad,28.66
2018-02-03,17.51,0.0,1.65,15.38,Ghaziabad,28.66
2018-02-04,15.27,0.0,2.15,17.13,Ghaziabad,28.66
2018-02-05,15.94,0.0,1.58,10.89,Ghaziabad,28.66
2018-02-06,16.92,0.0,2.05,9.18,Ghaziabad,28.66
2018-02-07,15.37,0.0,2.58,17.39,Ghaziabad,28.66
2018-02-08,15.69,0.0,1.63,15.58,Ghaziabad,28.66
2018-02-09,15.44,0.0,1.83,17.14,Ghaziabad,28.66
2018-02-10,17.38,0.0,1.34,15.61,Ghaziabad,28.66
2018-02-11,19.17,0.41,2.14,12.12,Ghaziabad,28.66
2018-02-12,16.99,2.89,2.81,7.68,Ghaziabad,28.66
2018-02-13,16.7,0.03,1.48,14.56,Ghaziabad,28.66
2018-02-14,15.98,0.0,2.96,17.84,Ghaziabad,28.66
2018-02-15,17.39,0.0,3.01,17.03,Ghaziabad,28.66
2018-02-16,18.72,0.0,2.27,15.75,Ghaziabad,28.66
2018-02-17,19.84,0.0,2.48,15.58,Ghaziabad,28.66
2018-02-18,18.94,0.0,2.03,17.09,Ghaziabad,28.66
2018-02-19,19.66,0.0,1.58,17.53,Ghaziabad,28.66
2018-02-20,21.17,0.0,1.53,17.98,Ghaziabad,28.66
2018-02-21,23.15,0.0,1.59,17.28,Ghaziabad,28.66
2018-02-22,23.03,0.0,1.63,16.2,Ghaziabad,28.66
2018-02-23,24.59,0.0,1.0,15.64,Ghaziabad,28.66
2018-02-24,24.96,0.0,1.53,14.8,Ghaziabad,28.66
2018-02-25,23.86,0.02,2.12,17.14,Ghaziabad,28.66
2018-02-26,21.07,0.0,3.12,19.71,Ghaziabad,28.66
2018-02-27,23.31,0.0,2.29,17.87,Ghaziabad,28.66
2018-02-28,23.09,0.0,1.56,16.12,Ghaziabad,28.66
2018-03-01,23.92,0.0,1.9,15.46,Ghaziabad,28.66
2018-03-02,24.99,0.0,1.87,19.27,Ghaziabad,28.66
2018-03-03,25.05,0.0,1.75,17.1,Ghaziabad,28.66
2018-03-04,24.22,1.52,2.47,15.69,Ghaziabad,28.66
2018-03-05,21.66,0.0,2.08,20.9,Ghaziabad,28.66
2018-03-06,21.34,0.0,2.68,20.97,Ghaziabad,28.66
2018-03-07,22.04,0.0,2.46,21.76,Ghaziabad,28.66
2018-03-08,23.93,0.0,1.41,21.23,Ghaziabad,28.66
2018-03-09,24.56,0.0,1.88,20.45,Ghaziabad,28.66
2018-03-10,24.36,0.0,2.61,20.84,Ghaziabad,28.66
2018-03-11,24.4,0.0,2.39,21.28,Ghaziabad,28.66
2018-03-12,25.38,0.0,2.29,21.33,Ghaziabad,28.66
2018-03-13,27.11,0.0,1.66,21.85,Ghaziabad,28.66
2018-03-14,27.27,0.0,1.82,18.51,Ghaziabad,28.66
2018-03-15,25.5,0.0,2.37,17.84,Ghaziabad,28.66
2018-03-16,25.09,0.0,1.88,18.03,Ghaziabad,28.66
2018-03-17,23.13,0.0,2.75,23.32,Ghaziabad,28.66
2018-03-18,24.24,0.0,2.48,23.11,Ghaziabad,28.66
2018-03-19,25.99,0.0,1.84,19.47,Ghaziabad,28.66
2018-03-20,27.99,0.0,1.49,18.93,Ghaziabad,28.66
2018-03-21,27.86,0.03,2.12,19.42,Ghaziabad,28.66
2018-03-22,25.76,0.01,1.96,19.86,Ghaziabad,28.66
2018-03-23,24.56,0.0,2.2,22.34,Ghaziabad,28.66
2018-03-24,25.28,0.0,2.34,23.06,Ghaziabad,28.66
2018-03-25,26.24,0.0,2.68,23.48,Ghaziabad,28.66
2018-03-26,26.3,0.0,2.74,22.96,Ghaziabad,28.66
2018-03-27,27.67,0.0,2.04,23.21,Ghaziabad,28.66
2018-03-28,29.76,0.0,1.83,23.84,Ghaziabad,28.66
